Version|5
Timestamp Start|20110126_212236
Timestamp Ende|20110126_212306
Triggernummer|152
Trigger-Timestamp|20110126_212256
DD-Sensor|
Konfiguration|
Triggergrund|Verzögerung
GPS Start|20110126_212237|51.03374000|13.73071800
GPS Ende|20110126_212306|51.03053600|13.73057800
GPS Trigger|20110126_212257|51.03099300|13.73044000
GPS alt|||
Zeit|Signal|Wert|Einheit
9.14929|Lenkrad_W_v_R|rechts|---
9.15214|Gang_Getriebe|5|---
9.15214|Gang_Wahl|5|---
9.15214|Motor_n|2133.00000000|1/min
9.15214|Zusatz_Fahr_S|fz. schneller als 10 km/h|
9.15643|Bremse_Pedal_S_1|nicht betaetigt|---
9.15643|FZ_a_y_1|0.12000000|g
9.15643|GW_ESP_KL_2|an|
9.15643|Gaspedal_W|42.00000000|%
9.15786|GW_ESP_KL_1|aus|
9.15786|Motor_KL|aus|---
9.15786|Motor_n_1|2125.00000000|1/min
9.15786|Zusatz_GW_Batterie_WL|aus|
9.15786|Zusatz_GW_Oeldruck_WL|aus|
9.15786|Zusatz_Gang_Anzeige_KI|5|---
9.15786|Zusatz_Motor_Kuehlung_S|aus|
9.15786|Zusatz_Motor_Temperatur|72.00000000|°C
9.15786|Zusatz_Parksperre|Parksperre aus|
9.15786|Zusatz_Zuendung_Ganganzeige|Zuendung an|
9.15929|Rad_n_HL|560.50000000|1/min
9.15929|Rad_n_HR|563.50000000|1/min
9.15929|Rad_n_VL|550.50000000|1/min
9.15929|Rad_n_VR|555.50000000|1/min
9.16053|ABS_E|regelt nicht|---
9.16053|Bremse_DOT_S|ok|---
9.16053|Bremse_Pedal_S|nicht betaetigt|---
9.16053|ESP_E|regelt nicht|---
9.16053|FZ_v_1|58.00000000|km/h
9.16053|GW_ABS_WL|aus|---
9.16053|GW_ABS_WL_1|aus|---
9.16053|GW_ESP_KL|aus|---
9.16158|DR_Gierrate|5.12695312|°/s
9.16263|FZ_a_y|0.13000000|g
9.16263|FZ_a_y_2|0.24700000|g
9.16368|DR_a_x|0.06000000|g
9.16368|DR_a_y|0.16000000|g
9.16368|DR_a_z|1.09200000|g
9.16474|FZ_v|57.00000000|km/h
9.16474|Temperatur_Aussen|1.00000000|°C
9.16579|Lenkrad_W_B|22.46180000|°
9.16579|Lenkrad_W_R|links|---
9.16579|Lenkrad_W_v_B|14.98910000|°/s
9.16579|Lenkrad_W_v_R|rechts|---
9.16684|Blinker_L_S|aus|---
9.16684|Blinker_R_S|aus|---
9.16684|Blinker_Warnblinker_S|aus|---
9.16684|Bremse_Hand|geloest|---
9.16684|KM|35686.00000000|km
9.16684|Licht_Stand_S|an|---
9.16684|Zusatz_Anlassschalter|aus|
9.16684|Zusatz_Heckscheibe_Heizung|aus|
9.16684|Zusatz_Klimaanlage|aus|
9.16684|Zusatz_Lueftung_Innenraum_S|an|
9.16684|Zusatz_Tuer_links|geschlossen|
9.16684|Zusatz_Tuer_rechts|geschlossen|
9.16789|Bremse_Pedal_S_1|nicht betaetigt|---
9.16789|FZ_a_y_1|0.12000000|g
9.16789|GW_ESP_KL_2|an|
9.16789|Gaspedal_W|41.60000000|%
9.17000|Lenkrad_W_B|22.46180000|°
9.17000|Lenkrad_W_R|links|---
9.17000|Lenkrad_W_v_B|14.98910000|°/s
9.17000|Lenkrad_W_v_R|rechts|---
9.17211|Gang_Getriebe|5|---
9.17211|Gang_Wahl|5|---
9.17211|Motor_n|2138.00000000|1/min
9.17211|Zusatz_Fahr_S|fz. schneller als 10 km/h|
9.17526|Bremse_Pedal_S_1|nicht betaetigt|---
9.17526|FZ_a_y_1|0.12000000|g
9.17526|GW_ESP_KL_2|an|
9.17526|Gaspedal_W|41.60000000|%
9.17632|GW_ESP_KL_1|aus|
9.17632|Motor_KL|aus|---
9.17632|Motor_n_1|2125.00000000|1/min
9.17632|Zusatz_GW_Batterie_WL|aus|
9.17632|Zusatz_GW_Oeldruck_WL|aus|
9.17632|Zusatz_Gang_Anzeige_KI|5|---
9.17632|Zusatz_Motor_Kuehlung_S|aus|
9.17632|Zusatz_Motor_Temperatur|72.00000000|°C
9.17632|Zusatz_Parksperre|Parksperre aus|
9.17632|Zusatz_Zuendung_Ganganzeige|Zuendung an|
9.17737|Rad_n_HL|560.50000000|1/min
9.17737|Rad_n_HR|563.00000000|1/min
9.17737|Rad_n_VL|551.00000000|1/min
9.17737|Rad_n_VR|555.50000000|1/min
9.17842|ABS_E|regelt nicht|---
9.17842|Bremse_DOT_S|ok|---
9.17842|Bremse_Pedal_S|nicht betaetigt|---
9.17842|ESP_E|regelt nicht|---
9.17842|FZ_v_1|58.00000000|km/h
9.17842|GW_ABS_WL|aus|---
9.17842|GW_ABS_WL_1|aus|---
9.17842|GW_ESP_KL|aus|---
9.17947|FZ_a_y|0.12000000|g
9.17947|FZ_a_y_2|0.23400000|g
9.18067|DR_Gierrate|4.15039062|°/s
9.18200|DR_a_x|0.08400000|g
9.18200|DR_a_y|0.14000000|g
9.18200|DR_a_z|1.04000000|g
9.18333|Lenkrad_W_B|22.46180000|°
9.18333|Lenkrad_W_R|links|---
9.18333|Lenkrad_W_v_B|0.00000000|°/s
9.18333|Lenkrad_W_v_R|links|---
9.18467|FZ_v|57.00000000|km/h
9.18467|Temperatur_Aussen|1.00000000|°C
9.18600|Blinker_L_S|aus|---
9.18600|Blinker_R_S|aus|---
9.18600|Blinker_Warnblinker_S|aus|---
9.18600|Bremse_Hand|geloest|---
9.18600|KM|35686.00000000|km
9.18600|Licht_Stand_S|an|---
9.18600|Zusatz_Anlassschalter|aus|
9.18600|Zusatz_Heckscheibe_Heizung|aus|
9.18600|Zusatz_Klimaanlage|aus|
9.18600|Zusatz_Lueftung_Innenraum_S|an|
9.18600|Zusatz_Tuer_links|geschlossen|
9.18600|Zusatz_Tuer_rechts|geschlossen|
9.18733|Bremse_Pedal_S_1|nicht betaetigt|---
9.18733|FZ_a_y_1|0.12000000|g
9.18733|GW_ESP_KL_2|an|
9.18733|Gaspedal_W|41.20000000|%
9.19000|Lenkrad_W_B|22.46180000|°
9.19000|Lenkrad_W_R|links|---
9.19000|Lenkrad_W_v_B|0.00000000|°/s
9.19000|Lenkrad_W_v_R|links|---
9.19267|Gang_Getriebe|5|---
9.19267|Gang_Wahl|5|---
9.19267|Motor_n|2137.00000000|1/min
9.19267|Zusatz_Fahr_S|fz. schneller als 10 km/h|
9.19667|Bremse_Pedal_S_1|nicht betaetigt|---
9.19667|FZ_a_y_1|0.12000000|g
9.19667|GW_ESP_KL_2|an|
9.19667|Gaspedal_W|40.80000000|%
9.19800|GW_ESP_KL_1|aus|
9.19800|Motor_KL|aus|---
9.19800|Motor_n_1|2125.00000000|1/min
9.19800|Zusatz_GW_Batterie_WL|aus|
9.19800|Zusatz_GW_Oeldruck_WL|aus|
9.19800|Zusatz_Gang_Anzeige_KI|5|---
9.19800|Zusatz_Motor_Kuehlung_S|aus|
9.19800|Zusatz_Motor_Temperatur|72.00000000|°C
9.19800|Zusatz_Parksperre|Parksperre aus|
9.19800|Zusatz_Zuendung_Ganganzeige|Zuendung an|
9.19933|Rad_n_HL|559.50000000|1/min
9.19933|Rad_n_HR|564.00000000|1/min
9.19933|Rad_n_VL|551.00000000|1/min
9.19933|Rad_n_VR|556.00000000|1/min
9.20053|ABS_E|regelt nicht|---
9.20053|Bremse_DOT_S|ok|---
9.20053|Bremse_Pedal_S|nicht betaetigt|---
9.20053|ESP_E|regelt nicht|---
9.20053|FZ_v_1|58.00000000|km/h
9.20053|GW_ABS_WL|aus|---
9.20053|GW_ABS_WL_1|aus|---
9.20053|GW_ESP_KL|aus|---
9.20158|DR_Gierrate|4.88281250|°/s
9.20263|FZ_a_y|0.12000000|g
9.20263|FZ_a_y_2|0.23400000|g
9.20368|DR_a_x|0.05200000|g
9.20368|DR_a_y|0.16000000|g
9.20368|DR_a_z|1.02000000|g
9.20474|Lenkrad_W_B|22.46180000|°
9.20474|Lenkrad_W_R|links|---
9.20474|Lenkrad_W_v_B|0.00000000|°/s
9.20474|Lenkrad_W_v_R|links|---
9.20579|Blinker_L_S|aus|---
9.20579|Blinker_R_S|aus|---
9.20579|Blinker_Warnblinker_S|aus|---
9.20579|Bremse_Hand|geloest|---
9.20579|KM|35686.00000000|km
9.20579|Licht_Stand_S|an|---
9.20579|Zusatz_Anlassschalter|aus|
9.20579|Zusatz_Heckscheibe_Heizung|aus|
9.20579|Zusatz_Klimaanlage|aus|
9.20579|Zusatz_Lueftung_Innenraum_S|an|
9.20579|Zusatz_Tuer_links|geschlossen|
9.20579|Zusatz_Tuer_rechts|geschlossen|
9.20684|Bremse_Pedal_S_1|nicht betaetigt|---
9.20684|FZ_a_y_1|0.12000000|g
9.20684|GW_ESP_KL_2|an|
9.20684|Gaspedal_W|40.40000000|%
9.20895|FZ_v|57.00000000|km/h
9.20895|Temperatur_Aussen|1.00000000|°C
9.21000|Lenkrad_W_B|22.46180000|°
9.21000|Lenkrad_W_R|links|---
9.21000|Lenkrad_W_v_B|0.00000000|°/s
9.21000|Lenkrad_W_v_R|links|---
9.21211|Gang_Getriebe|5|---
9.21211|Gang_Wahl|5|---
9.21211|Motor_n|2139.00000000|1/min
9.21211|Zusatz_Fahr_S|fz. schneller als 10 km/h|
9.21526|Bremse_Pedal_S_1|nicht betaetigt|---
9.21526|FZ_a_y_1|0.12000000|g
9.21526|GW_ESP_KL_2|an|
9.21526|Gaspedal_W|40.00000000|%
9.21632|GW_ESP_KL_1|aus|
9.21632|Motor_KL|aus|---
9.21632|Motor_n_1|2125.00000000|1/min
9.21632|Zusatz_GW_Batterie_WL|aus|
9.21632|Zusatz_GW_Oeldruck_WL|aus|
9.21632|Zusatz_Gang_Anzeige_KI|5|---
9.21632|Zusatz_Motor_Kuehlung_S|aus|
9.21632|Zusatz_Motor_Temperatur|72.00000000|°C
9.21632|Zusatz_Parksperre|Parksperre aus|
9.21632|Zusatz_Zuendung_Ganganzeige|Zuendung an|
9.21737|Rad_n_HL|558.50000000|1/min
9.21737|Rad_n_HR|564.00000000|1/min
9.21737|Rad_n_VL|552.00000000|1/min
9.21737|Rad_n_VR|556.00000000|1/min
9.21842|ABS_E|regelt nicht|---
9.21842|Bremse_DOT_S|ok|---
9.21842|Bremse_Pedal_S|nicht betaetigt|---
9.21842|ESP_E|regelt nicht|---
9.21842|FZ_v_1|58.00000000|km/h
9.21842|GW_ABS_WL|aus|---
9.21842|GW_ABS_WL_1|aus|---
9.21842|GW_ESP_KL|aus|---
9.21947|FZ_a_y|0.12000000|g
9.21947|FZ_a_y_2|0.23400000|g
9.22067|DR_Gierrate|4.15039062|°/s
9.22200|DR_a_x|0.02000000|g
9.22200|DR_a_y|0.16000000|g
9.22200|DR_a_z|1.08000000|g
9.22333|Lenkrad_W_B|22.46180000|°
9.22333|Lenkrad_W_R|links|---
9.22333|Lenkrad_W_v_B|0.00000000|°/s
9.22333|Lenkrad_W_v_R|links|---
9.22467|Blinker_L_S|aus|---
9.22467|Blinker_R_S|aus|---
9.22467|Blinker_Warnblinker_S|aus|---
9.22467|Bremse_Hand|geloest|---
9.22467|KM|35686.00000000|km
9.22467|Licht_Stand_S|an|---
9.22467|Zusatz_Anlassschalter|aus|
9.22467|Zusatz_Heckscheibe_Heizung|aus|
9.22467|Zusatz_Klimaanlage|aus|
9.22467|Zusatz_Lueftung_Innenraum_S|an|
9.22467|Zusatz_Tuer_links|geschlossen|
9.22467|Zusatz_Tuer_rechts|geschlossen|
9.22600|Bremse_Pedal_S_1|nicht betaetigt|---
9.22600|FZ_a_y_1|0.12000000|g
9.22600|GW_ESP_KL_2|an|
9.22600|Gaspedal_W|40.00000000|%
9.22867|FZ_v|57.00000000|km/h
9.22867|Temperatur_Aussen|1.00000000|°C
9.23000|Lenkrad_W_B|22.46180000|°
9.23000|Lenkrad_W_R|links|---
9.23000|Lenkrad_W_v_B|0.00000000|°/s
9.23000|Lenkrad_W_v_R|links|---
9.23267|Gang_Getriebe|5|---
9.23267|Gang_Wahl|5|---
9.23267|Motor_n|2143.00000000|1/min
9.23267|Zusatz_Fahr_S|fz. schneller als 10 km/h|
9.23667|Bremse_Pedal_S_1|nicht betaetigt|---
9.23667|FZ_a_y_1|0.12000000|g
9.23667|GW_ESP_KL_2|an|
9.23667|Gaspedal_W|40.00000000|%
9.23800|GW_ESP_KL_1|aus|
9.23800|Motor_KL|aus|---
9.23800|Motor_n_1|2125.00000000|1/min
9.23800|Zusatz_GW_Batterie_WL|aus|
9.23800|Zusatz_GW_Oeldruck_WL|aus|
9.23800|Zusatz_Gang_Anzeige_KI|5|---
9.23800|Zusatz_Motor_Kuehlung_S|aus|
9.23800|Zusatz_Motor_Temperatur|72.00000000|°C
9.23800|Zusatz_Parksperre|Parksperre aus|
9.23800|Zusatz_Zuendung_Ganganzeige|Zuendung an|
9.23933|Rad_n_HL|560.00000000|1/min
9.23933|Rad_n_HR|564.50000000|1/min
9.23933|Rad_n_VL|552.00000000|1/min
9.23933|Rad_n_VR|556.50000000|1/min
9.24056|ABS_E|regelt nicht|---
9.24056|Bremse_DOT_S|ok|---
9.24056|Bremse_Pedal_S|nicht betaetigt|---
9.24056|ESP_E|regelt nicht|---
9.24056|FZ_v_1|58.00000000|km/h
9.24056|GW_ABS_WL|aus|---
9.24056|GW_ABS_WL_1|aus|---
9.24056|GW_ESP_KL|aus|---
9.24167|DR_Gierrate|4.63867188|°/s
9.24278|FZ_a_y|0.12000000|g
9.24278|FZ_a_y_2|0.22100000|g
9.24389|DR_a_x|0.03600000|g
9.24389|DR_a_y|0.16000000|g
9.24389|DR_a_z|1.05200000|g
9.24500|Lenkrad_W_B|22.46180000|°
9.24500|Lenkrad_W_R|links|---
9.24500|Lenkrad_W_v_B|0.00000000|°/s
9.24500|Lenkrad_W_v_R|links|---
9.24611|Blinker_L_S|aus|---
9.24611|Blinker_R_S|aus|---
9.24611|Blinker_Warnblinker_S|aus|---
9.24611|Bremse_Hand|geloest|---
9.24611|KM|35686.00000000|km
9.24611|Licht_Stand_S|an|---
9.24611|Zusatz_Anlassschalter|aus|
9.24611|Zusatz_Heckscheibe_Heizung|aus|
9.24611|Zusatz_Klimaanlage|aus|
9.24611|Zusatz_Lueftung_Innenraum_S|an|
9.24611|Zusatz_Tuer_links|geschlossen|
9.24611|Zusatz_Tuer_rechts|geschlossen|
9.24722|Bremse_Pedal_S_1|nicht betaetigt|---
9.24722|FZ_a_y_1|0.12000000|g
9.24722|GW_ESP_KL_2|an|
9.24722|Gaspedal_W|40.00000000|%
9.24944|Lenkrad_W_B|20.97600000|°
9.24944|Lenkrad_W_R|links|---
9.24944|Lenkrad_W_v_B|14.98910000|°/s
9.24944|Lenkrad_W_v_R|rechts|---
9.25167|Gang_Getriebe|5|---
9.25167|Gang_Wahl|5|---
9.25167|Motor_n|2143.00000000|1/min
9.25167|Zusatz_Fahr_S|fz. schneller als 10 km/h|
9.25500|Bremse_Pedal_S_1|nicht betaetigt|---
9.25500|FZ_a_y_1|0.12000000|g
9.25500|GW_ESP_KL_2|an|
9.25500|Gaspedal_W|40.00000000|%
9.25611|GW_ESP_KL_1|aus|
9.25611|Motor_KL|aus|---
9.25611|Motor_n_1|2125.00000000|1/min
9.25611|Zusatz_GW_Batterie_WL|aus|
9.25611|Zusatz_GW_Oeldruck_WL|aus|
9.25611|Zusatz_Gang_Anzeige_KI|5|---
9.25611|Zusatz_Motor_Kuehlung_S|aus|
9.25611|Zusatz_Motor_Temperatur|72.00000000|°C
9.25611|Zusatz_Parksperre|Parksperre aus|
9.25611|Zusatz_Zuendung_Ganganzeige|Zuendung an|
9.25722|Rad_n_HL|561.50000000|1/min
9.25722|Rad_n_HR|564.50000000|1/min
9.25722|Rad_n_VL|553.00000000|1/min
9.25722|Rad_n_VR|557.00000000|1/min
9.25833|ABS_E|regelt nicht|---
9.25833|Bremse_DOT_S|ok|---
9.25833|Bremse_Pedal_S|nicht betaetigt|---
9.25833|ESP_E|regelt nicht|---
9.25833|FZ_v_1|58.00000000|km/h
9.25833|GW_ABS_WL|aus|---
9.25833|GW_ABS_WL_1|aus|---
9.25833|GW_ESP_KL|aus|---
9.25944|FZ_a_y|0.13000000|g
9.25944|FZ_a_y_2|0.22100000|g
9.26067|FZ_v|57.00000000|km/h
9.26067|Temperatur_Aussen|1.00000000|°C
9.26200|DR_Gierrate|4.15039062|°/s
9.26333|DR_a_x|0.04800000|g
9.26333|DR_a_y|0.16400000|g
9.26333|DR_a_z|1.08400000|g
9.26467|Lenkrad_W_B|20.97600000|°
9.26467|Lenkrad_W_R|links|---
9.26467|Lenkrad_W_v_B|14.98910000|°/s
9.26467|Lenkrad_W_v_R|rechts|---
9.26600|Blinker_L_S|aus|---
9.26600|Blinker_R_S|aus|---
9.26600|Blinker_Warnblinker_S|aus|---
9.26600|Bremse_Hand|geloest|---
9.26600|KM|35686.00000000|km
9.26600|Licht_Stand_S|an|---
9.26600|Zusatz_Anlassschalter|aus|
9.26600|Zusatz_Heckscheibe_Heizung|aus|
9.26600|Zusatz_Klimaanlage|aus|
9.26600|Zusatz_Lueftung_Innenraum_S|an|
9.26600|Zusatz_Tuer_links|geschlossen|
9.26600|Zusatz_Tuer_rechts|geschlossen|
9.26733|Bremse_Pedal_S_1|nicht betaetigt|---
9.26733|FZ_a_y_1|0.12000000|g
9.26733|GW_ESP_KL_2|an|
9.26733|Gaspedal_W|40.00000000|%
9.27000|Lenkrad_W_B|20.97600000|°
9.27000|Lenkrad_W_R|links|---
9.27000|Lenkrad_W_v_B|14.98910000|°/s
9.27000|Lenkrad_W_v_R|rechts|---
9.27267|Gang_Getriebe|5|---
9.27267|Gang_Wahl|5|---
9.27267|Motor_n|2141.00000000|1/min
9.27267|Zusatz_Fahr_S|fz. schneller als 10 km/h|
9.27667|Bremse_Pedal_S_1|nicht betaetigt|---
9.27667|FZ_a_y_1|0.12000000|g
9.27667|GW_ESP_KL_2|an|
9.27667|Gaspedal_W|40.00000000|%
9.27800|GW_ESP_KL_1|aus|
9.27800|Motor_KL|aus|---
9.27800|Motor_n_1|2125.00000000|1/min
9.27800|Zusatz_GW_Batterie_WL|aus|
9.27800|Zusatz_GW_Oeldruck_WL|aus|
9.27800|Zusatz_Gang_Anzeige_KI|5|---
9.27800|Zusatz_Motor_Kuehlung_S|aus|
9.27800|Zusatz_Motor_Temperatur|72.00000000|°C
9.27800|Zusatz_Parksperre|Parksperre aus|
9.27800|Zusatz_Zuendung_Ganganzeige|Zuendung an|
9.27933|Rad_n_HL|560.50000000|1/min
9.27933|Rad_n_HR|564.00000000|1/min
9.27933|Rad_n_VL|552.00000000|1/min
9.27933|Rad_n_VR|556.50000000|1/min
9.28053|ABS_E|regelt nicht|---
9.28053|Bremse_DOT_S|ok|---
9.28053|Bremse_Pedal_S|nicht betaetigt|---
9.28053|ESP_E|regelt nicht|---
9.28053|FZ_v_1|58.00000000|km/h
9.28053|GW_ABS_WL|aus|---
9.28053|GW_ABS_WL_1|aus|---
9.28053|GW_ESP_KL|aus|---
9.28158|DR_Gierrate|4.39453125|°/s
9.28263|FZ_a_y|0.10000000|g
9.28263|FZ_a_y_2|0.22100000|g
9.28368|DR_a_x|0.04400000|g
9.28368|DR_a_y|0.13600000|g
9.28368|DR_a_z|1.06400000|g
9.28474|Lenkrad_W_B|20.97600000|°
9.28474|Lenkrad_W_R|links|---
9.28474|Lenkrad_W_v_B|14.98910000|°/s
9.28474|Lenkrad_W_v_R|rechts|---
9.28579|FZ_v|57.00000000|km/h
9.28579|Temperatur_Aussen|1.00000000|°C
9.28684|Blinker_L_S|aus|---
9.28684|Blinker_R_S|aus|---
9.28684|Blinker_Warnblinker_S|aus|---
9.28684|Bremse_Hand|geloest|---
9.28684|KM|35686.00000000|km
9.28684|Licht_Stand_S|an|---
9.28684|Zusatz_Anlassschalter|aus|
9.28684|Zusatz_Heckscheibe_Heizung|aus|
9.28684|Zusatz_Klimaanlage|aus|
9.28684|Zusatz_Lueftung_Innenraum_S|an|
9.28684|Zusatz_Tuer_links|geschlossen|
9.28684|Zusatz_Tuer_rechts|geschlossen|
9.28789|Bremse_Pedal_S_1|nicht betaetigt|---
9.28789|FZ_a_y_1|0.12000000|g
9.28789|GW_ESP_KL_2|an|
9.28789|Gaspedal_W|40.00000000|%
9.29000|Lenkrad_W_B|20.97600000|°
9.29000|Lenkrad_W_R|links|---
9.29000|Lenkrad_W_v_B|14.98910000|°/s
9.29000|Lenkrad_W_v_R|rechts|---
9.29211|Gang_Getriebe|5|---
9.29211|Gang_Wahl|5|---
9.29211|Motor_n|2135.00000000|1/min
9.29211|Zusatz_Fahr_S|fz. schneller als 10 km/h|
9.29526|Bremse_Pedal_S_1|nicht betaetigt|---
9.29526|FZ_a_y_1|0.10000000|g
9.29526|GW_ESP_KL_2|an|
9.29526|Gaspedal_W|40.00000000|%
9.29632|GW_ESP_KL_1|aus|
9.29632|Motor_KL|aus|---
9.29632|Motor_n_1|2125.00000000|1/min
9.29632|Zusatz_GW_Batterie_WL|aus|
9.29632|Zusatz_GW_Oeldruck_WL|aus|
9.29632|Zusatz_Gang_Anzeige_KI|5|---
9.29632|Zusatz_Motor_Kuehlung_S|aus|
9.29632|Zusatz_Motor_Temperatur|72.00000000|°C
9.29632|Zusatz_Parksperre|Parksperre aus|
9.29632|Zusatz_Zuendung_Ganganzeige|Zuendung an|
9.29737|Rad_n_HL|560.50000000|1/min
9.29737|Rad_n_HR|564.50000000|1/min
9.29737|Rad_n_VL|552.00000000|1/min
9.29737|Rad_n_VR|556.50000000|1/min
9.29842|ABS_E|regelt nicht|---
9.29842|Bremse_DOT_S|ok|---
9.29842|Bremse_Pedal_S|nicht betaetigt|---
9.29842|ESP_E|regelt nicht|---
9.29842|FZ_v_1|58.00000000|km/h
9.29842|GW_ABS_WL|aus|---
9.29842|GW_ABS_WL_1|aus|---
9.29842|GW_ESP_KL|aus|---
9.29947|FZ_a_y|0.12000000|g
9.29947|FZ_a_y_2|0.22100000|g
9.30067|DR_Gierrate|4.15039062|°/s
9.30200|DR_a_x|0.01600000|g
9.30200|DR_a_y|0.16800000|g
9.30200|DR_a_z|1.03200000|g
9.30333|Lenkrad_W_B|20.97600000|°
9.30333|Lenkrad_W_R|links|---
9.30333|Lenkrad_W_v_B|14.98910000|°/s
9.30333|Lenkrad_W_v_R|rechts|---
9.30467|Blinker_L_S|aus|---
9.30467|Blinker_R_S|aus|---
9.30467|Blinker_Warnblinker_S|aus|---
9.30467|Bremse_Hand|geloest|---
9.30467|KM|35686.00000000|km
9.30467|Licht_Stand_S|an|---
9.30467|Zusatz_Anlassschalter|aus|
9.30467|Zusatz_Heckscheibe_Heizung|aus|
9.30467|Zusatz_Klimaanlage|aus|
9.30467|Zusatz_Lueftung_Innenraum_S|an|
9.30467|Zusatz_Tuer_links|geschlossen|
9.30467|Zusatz_Tuer_rechts|geschlossen|
9.30600|Bremse_Pedal_S_1|nicht betaetigt|---
9.30600|FZ_a_y_1|0.10000000|g
9.30600|GW_ESP_KL_2|an|
9.30600|Gaspedal_W|40.00000000|%
9.30867|FZ_v|57.00000000|km/h
9.30867|Temperatur_Aussen|1.00000000|°C
9.31000|Lenkrad_W_B|20.97600000|°
9.31000|Lenkrad_W_R|links|---
9.31000|Lenkrad_W_v_B|14.98910000|°/s
9.31000|Lenkrad_W_v_R|rechts|---
9.31267|Gang_Getriebe|5|---
9.31267|Gang_Wahl|5|---
9.31267|Motor_n|2134.00000000|1/min
9.31267|Zusatz_Fahr_S|fz. schneller als 10 km/h|
9.31667|Bremse_Pedal_S_1|nicht betaetigt|---
9.31667|FZ_a_y_1|0.12000000|g
9.31667|GW_ESP_KL_2|an|
9.31667|Gaspedal_W|40.00000000|%
9.31800|GW_ESP_KL_1|aus|
9.31800|Motor_KL|aus|---
9.31800|Motor_n_1|2125.00000000|1/min
9.31800|Zusatz_GW_Batterie_WL|aus|
9.31800|Zusatz_GW_Oeldruck_WL|aus|
9.31800|Zusatz_Gang_Anzeige_KI|5|---
9.31800|Zusatz_Motor_Kuehlung_S|aus|
9.31800|Zusatz_Motor_Temperatur|72.00000000|°C
9.31800|Zusatz_Parksperre|Parksperre aus|
9.31800|Zusatz_Zuendung_Ganganzeige|Zuendung an|
9.31933|Rad_n_HL|559.50000000|1/min
9.31933|Rad_n_HR|563.00000000|1/min
9.31933|Rad_n_VL|551.00000000|1/min
9.31933|Rad_n_VR|556.50000000|1/min
9.32053|ABS_E|regelt nicht|---
9.32053|Bremse_DOT_S|ok|---
9.32053|Bremse_Pedal_S|nicht betaetigt|---
9.32053|ESP_E|regelt nicht|---
9.32053|FZ_v_1|58.00000000|km/h
9.32053|GW_ABS_WL|aus|---
9.32053|GW_ABS_WL_1|aus|---
9.32053|GW_ESP_KL|aus|---
9.32158|DR_Gierrate|4.39453125|°/s
9.32263|FZ_a_y|0.12000000|g
9.32263|FZ_a_y_2|0.22100000|g
9.32368|DR_a_x|0.00800000|g
9.32368|DR_a_y|0.15600000|g
9.32368|DR_a_z|1.02800000|g
9.32474|Lenkrad_W_B|20.97600000|°
9.32474|Lenkrad_W_R|links|---
9.32474|Lenkrad_W_v_B|14.98910000|°/s
9.32474|Lenkrad_W_v_R|rechts|---
9.32579|Blinker_L_S|aus|---
9.32579|Blinker_R_S|aus|---
9.32579|Blinker_Warnblinker_S|aus|---
9.32579|Bremse_Hand|geloest|---
9.32579|KM|35686.00000000|km
9.32579|Licht_Stand_S|an|---
9.32579|Zusatz_Anlassschalter|aus|
9.32579|Zusatz_Heckscheibe_Heizung|aus|
9.32579|Zusatz_Klimaanlage|aus|
9.32579|Zusatz_Lueftung_Innenraum_S|an|
9.32579|Zusatz_Tuer_links|geschlossen|
9.32579|Zusatz_Tuer_rechts|geschlossen|
9.32684|Bremse_Pedal_S_1|nicht betaetigt|---
9.32684|FZ_a_y_1|0.12000000|g
9.32684|GW_ESP_KL_2|an|
9.32684|Gaspedal_W|40.00000000|%
9.32895|Lenkrad_W_B|20.97600000|°
9.32895|Lenkrad_W_R|links|---
9.32895|Lenkrad_W_v_B|14.98910000|°/s
9.32895|Lenkrad_W_v_R|rechts|---
9.33000|FZ_v|57.00000000|km/h
9.33000|Temperatur_Aussen|1.00000000|°C
9.33211|Gang_Getriebe|5|---
9.33211|Gang_Wahl|5|---
9.33211|Motor_n|2140.00000000|1/min
9.33211|Zusatz_Fahr_S|fz. schneller als 10 km/h|
9.33526|Bremse_Pedal_S_1|nicht betaetigt|---
9.33526|FZ_a_y_1|0.12000000|g
9.33526|GW_ESP_KL_2|an|
9.33526|Gaspedal_W|40.00000000|%
9.33632|GW_ESP_KL_1|aus|
9.33632|Motor_KL|aus|---
9.33632|Motor_n_1|2125.00000000|1/min
9.33632|Zusatz_GW_Batterie_WL|aus|
9.33632|Zusatz_GW_Oeldruck_WL|aus|
9.33632|Zusatz_Gang_Anzeige_KI|5|---
9.33632|Zusatz_Motor_Kuehlung_S|aus|
9.33632|Zusatz_Motor_Temperatur|72.00000000|°C
9.33632|Zusatz_Parksperre|Parksperre aus|
9.33632|Zusatz_Zuendung_Ganganzeige|Zuendung an|
9.33737|Rad_n_HL|561.00000000|1/min
9.33737|Rad_n_HR|565.00000000|1/min
9.33737|Rad_n_VL|550.50000000|1/min
9.33737|Rad_n_VR|556.00000000|1/min
9.33842|ABS_E|regelt nicht|---
9.33842|Bremse_DOT_S|ok|---
9.33842|Bremse_Pedal_S|nicht betaetigt|---
9.33842|ESP_E|regelt nicht|---
9.33842|FZ_v_1|58.00000000|km/h
9.33842|GW_ABS_WL|aus|---
9.33842|GW_ABS_WL_1|aus|---
9.33842|GW_ESP_KL|aus|---
9.33947|FZ_a_y|0.12000000|g
9.33947|FZ_a_y_2|0.22100000|g
