Version|5
Timestamp Start|20100914_123322
Timestamp Ende|20100914_123352
Triggernummer|364
Trigger-Timestamp|20100914_123342
DD-Sensor|
Konfiguration|
Triggergrund|ESP-Algorithmus
GPS Start|20100914_123322|51.03397000|13.74831300
GPS Ende|20100914_123351|51.03440500|13.74938300
GPS Trigger|20100914_123342|51.03349800|13.74944100
GPS alt|||
Zeit|Signal|Wert|Einheit
5.53710|GW_ESP_KL|aus|
5.53710|Gaspedal_W|0.00000000|%
5.53710|Zusatz_Kickdown|nicht betaetigt|---
5.53774|Motor_KL|aus|
5.53774|Zusatz_GW_Batterie_WL|aus|
5.53774|Zusatz_GW_KuehlMtemp_WL|aus|
5.53774|Zusatz_GW_Oeldruck_WL|aus|
5.53903|ABS_E_1|regelt nicht|---
5.53903|Bremse_Pedal_S_2|betaetigt|---
5.53903|FZ_a_y|-0.00080000|g
5.53903|Zusatz_Bremse_Licht_S|aktiv|
5.53968|Lenkrad_W_B|21.94380000|°
5.53968|Lenkrad_W_R|rechts|---
5.53968|Lenkrad_W_v_B|0.00000000|°/s
5.53968|Lenkrad_W_v_R|links|°/s
5.54036|DR_Gierrate|-0.73242188|°/s
5.54107|ABS_E|regelt nicht|---
5.54107|Bremse_Pedal_S|betaetigt|---
5.54179|DR_a_x|0.01600000|g
5.54179|DR_a_y|0.02000000|g
5.54179|DR_a_z|0.99600000|g
5.54321|FZ_Gierrate|-0.02500000|°/s
5.54321|FZ_a_y_1|-0.04400000|g
5.54464|ESP_E_1|regelt nicht|---
5.54464|ESP_S|aktiv|
5.54464|Rad_n_HL|0.00000000|1/min
5.54464|Rad_n_HR|0.00000000|1/min
5.54464|Zusatz_Bremse_Moment|78.00000000|
5.54536|ABS_WL|aus|---
5.54536|Bremse_DOT_S|ok|---
5.54536|Bremse_Hand|geloest|---
5.54536|Bremse_Pedal_S_1|betaetigt|---
5.54536|ESP_E|regelt nicht|---
5.54536|ESP_KL|aus|
5.54536|Rad_n_VL|0.00000000|1/min
5.54536|Rad_n_VL_1|0.00000000|1/min
5.54536|Rad_n_VR|0.00000000|1/min
5.54750|Airbag_WL|aus|---
5.54750|Airbag_WL_1|aus|---
5.54750|Gurt_VL|gesteckt|---
5.54750|Zusatz_GW_Gurt_WL|aus|
5.54893|ESP_S_1|aktiv|---
5.54893|Motor_n|0.00000000|1/min
5.55107|Blinker_L_S|aus|---
5.55107|Blinker_R_S|aus|---
5.55107|Blinker_Warnblinker_S|aus|---
5.55107|Licht_Abblend_S|an|---
5.55107|Licht_Fern_S|aus|---
5.55107|Licht_Hupe_S|aus|---
5.55107|Licht_Nebelschluss_S|aus|---
5.55107|Licht_Stand_S|an|---
5.55107|Zusatz_GW_Gurt_WL_1|aus|
5.55107|Zusatz_GW_Nebelschluss_KL|aus|
5.55179|Lenkrad_W_B|21.94380000|°
5.55179|Lenkrad_W_R|rechts|---
5.55179|Lenkrad_W_v_B|0.00000000|°/s
5.55179|Lenkrad_W_v_R|links|°/s
5.55393|Gang_Getriebe|1|---
5.55393|Gang_Wahl|1|---
5.55393|Zusatz_GW_Werkstatt_KL|aus|
5.55393|Zusatz_Gang_Anzeige_KI|m 1|---
5.55464|ESP_S_1|aktiv|---
5.55464|Motor_n|0.00000000|1/min
5.55679|GW_ESP_KL|aus|
5.55679|Gaspedal_W|0.00000000|%
5.55679|Zusatz_Kickdown|nicht betaetigt|---
5.55750|Motor_KL|aus|
5.55750|Zusatz_GW_Batterie_WL|aus|
5.55750|Zusatz_GW_KuehlMtemp_WL|aus|
5.55750|Zusatz_GW_Oeldruck_WL|aus|
5.55893|ABS_E_1|regelt nicht|---
5.55893|Bremse_Pedal_S_2|betaetigt|---
5.55893|FZ_a_y|-0.00080000|g
5.55893|Zusatz_Bremse_Licht_S|aktiv|
5.55964|Lenkrad_W_B|21.94380000|°
5.55964|Lenkrad_W_R|rechts|---
5.55964|Lenkrad_W_v_B|0.00000000|°/s
5.55964|Lenkrad_W_v_R|links|°/s
5.56036|ABS_E|regelt nicht|---
5.56036|Bremse_Pedal_S|betaetigt|---
5.56107|DR_Gierrate|-0.48828125|°/s
5.56250|DR_a_x|0.02800000|g
5.56250|DR_a_y|0.02800000|g
5.56250|DR_a_z|1.00000000|g
5.56321|FZ_Gierrate|-0.01000000|°/s
5.56321|FZ_a_y_1|-0.04400000|g
5.56464|ESP_E_1|regelt nicht|---
5.56464|ESP_S|aktiv|
5.56464|Rad_n_HL|0.00000000|1/min
5.56464|Rad_n_HR|0.00000000|1/min
5.56464|Zusatz_Bremse_Moment|78.00000000|
5.56536|ABS_WL|aus|---
5.56536|Bremse_DOT_S|ok|---
5.56536|Bremse_Hand|geloest|---
5.56536|Bremse_Pedal_S_1|betaetigt|---
5.56536|ESP_E|regelt nicht|---
5.56536|ESP_KL|aus|
5.56536|Rad_n_VL|0.00000000|1/min
5.56536|Rad_n_VL_1|0.00000000|1/min
5.56536|Rad_n_VR|0.00000000|1/min
5.56821|Airbag_WL|aus|---
5.56821|Airbag_WL_1|aus|---
5.56821|Gurt_VL|gesteckt|---
5.56821|Zusatz_GW_Gurt_WL|aus|
5.56893|ESP_S_1|aktiv|---
5.56893|Motor_n|0.00000000|1/min
5.57107|Blinker_L_S|aus|---
5.57107|Blinker_R_S|aus|---
5.57107|Blinker_Warnblinker_S|aus|---
5.57107|Licht_Abblend_S|an|---
5.57107|Licht_Fern_S|aus|---
5.57107|Licht_Hupe_S|aus|---
5.57107|Licht_Nebelschluss_S|aus|---
5.57107|Licht_Stand_S|an|---
5.57107|Zusatz_GW_Gurt_WL_1|aus|
5.57107|Zusatz_GW_Nebelschluss_KL|aus|
5.57179|Lenkrad_W_B|21.94380000|°
5.57179|Lenkrad_W_R|rechts|---
5.57179|Lenkrad_W_v_B|0.00000000|°/s
5.57179|Lenkrad_W_v_R|links|°/s
5.57393|Gang_Getriebe|1|---
5.57393|Gang_Wahl|1|---
5.57393|Zusatz_GW_Werkstatt_KL|aus|
5.57393|Zusatz_Gang_Anzeige_KI|m 1|---
5.57464|ESP_S_1|aktiv|---
5.57464|Motor_n|0.00000000|1/min
5.57679|GW_ESP_KL|aus|
5.57679|Gaspedal_W|0.00000000|%
5.57679|Zusatz_Kickdown|nicht betaetigt|---
5.57750|Motor_KL|aus|
5.57750|Zusatz_GW_Batterie_WL|aus|
5.57750|Zusatz_GW_KuehlMtemp_WL|aus|
5.57750|Zusatz_GW_Oeldruck_WL|aus|
5.57893|ABS_E_1|regelt nicht|---
5.57893|Bremse_Pedal_S_2|betaetigt|---
5.57893|FZ_a_y|-0.00080000|g
5.57893|Zusatz_Bremse_Licht_S|aktiv|
5.57964|Lenkrad_W_B|21.94380000|°
5.57964|Lenkrad_W_R|rechts|---
5.57964|Lenkrad_W_v_B|0.00000000|°/s
5.57964|Lenkrad_W_v_R|links|°/s
5.58036|DR_Gierrate|-0.73242188|°/s
5.58107|ABS_E|regelt nicht|---
5.58107|Bremse_Pedal_S|betaetigt|---
5.58179|DR_a_x|0.02800000|g
5.58179|DR_a_y|0.02400000|g
5.58179|DR_a_z|0.99600000|g
5.58321|FZ_Gierrate|0.09500000|°/s
5.58321|FZ_a_y_1|-0.04192000|g
5.58464|ESP_E_1|regelt nicht|---
5.58464|ESP_S|aktiv|
5.58464|Rad_n_HL|0.00000000|1/min
5.58464|Rad_n_HR|0.00000000|1/min
5.58464|Zusatz_Bremse_Moment|78.00000000|
5.58536|ABS_WL|aus|---
5.58536|Bremse_DOT_S|ok|---
5.58536|Bremse_Hand|geloest|---
5.58536|Bremse_Pedal_S_1|betaetigt|---
5.58536|ESP_E|regelt nicht|---
5.58536|ESP_KL|aus|
5.58536|Rad_n_VL|0.00000000|1/min
5.58536|Rad_n_VL_1|0.00000000|1/min
5.58536|Rad_n_VR|0.00000000|1/min
5.58821|Airbag_WL|aus|---
5.58821|Airbag_WL_1|aus|---
5.58821|Gurt_VL|gesteckt|---
5.58821|Zusatz_GW_Gurt_WL|aus|
5.58893|ESP_S_1|aktiv|---
5.58893|Motor_n|0.00000000|1/min
5.59107|Blinker_L_S|aus|---
5.59107|Blinker_R_S|aus|---
5.59107|Blinker_Warnblinker_S|aus|---
5.59107|Licht_Abblend_S|an|---
5.59107|Licht_Fern_S|aus|---
5.59107|Licht_Hupe_S|aus|---
5.59107|Licht_Nebelschluss_S|aus|---
5.59107|Licht_Stand_S|an|---
5.59107|Zusatz_GW_Gurt_WL_1|aus|
5.59107|Zusatz_GW_Nebelschluss_KL|aus|
5.59179|Lenkrad_W_B|21.94380000|°
5.59179|Lenkrad_W_R|rechts|---
5.59179|Lenkrad_W_v_B|0.00000000|°/s
5.59179|Lenkrad_W_v_R|links|°/s
5.59393|Gang_Getriebe|1|---
5.59393|Gang_Wahl|1|---
5.59393|Zusatz_GW_Werkstatt_KL|aus|
5.59393|Zusatz_Gang_Anzeige_KI|m 1|---
5.59464|ESP_S_1|aktiv|---
5.59464|Motor_n|0.00000000|1/min
5.59679|GW_ESP_KL|aus|
5.59679|Gaspedal_W|0.00000000|%
5.59679|Zusatz_Kickdown|nicht betaetigt|---
5.59750|Motor_KL|aus|
5.59750|Zusatz_GW_Batterie_WL|aus|
5.59750|Zusatz_GW_KuehlMtemp_WL|aus|
5.59750|Zusatz_GW_Oeldruck_WL|aus|
5.59893|ABS_E_1|regelt nicht|---
5.59893|Bremse_Pedal_S_2|betaetigt|---
5.59893|FZ_a_y|-0.00080000|g
5.59893|Zusatz_Bremse_Licht_S|aktiv|
5.59964|Lenkrad_W_B|21.94380000|°
5.59964|Lenkrad_W_R|rechts|---
5.59964|Lenkrad_W_v_B|0.00000000|°/s
5.59964|Lenkrad_W_v_R|links|°/s
5.60033|ABS_E|regelt nicht|---
5.60033|Bremse_Pedal_S|betaetigt|---
5.60100|DR_Gierrate|-0.97656250|°/s
5.60233|DR_a_x|0.02000000|g
5.60233|DR_a_y|0.02400000|g
5.60233|DR_a_z|0.99600000|g
5.60300|FZ_Gierrate|0.08500000|°/s
5.60300|FZ_a_y_1|-0.04140000|g
5.60433|ESP_E_1|regelt nicht|---
5.60433|ESP_S|aktiv|
5.60433|Rad_n_HL|0.00000000|1/min
5.60433|Rad_n_HR|0.00000000|1/min
5.60433|Zusatz_Bremse_Moment|78.00000000|
5.60500|ABS_WL|aus|---
5.60500|Bremse_DOT_S|ok|---
5.60500|Bremse_Hand|geloest|---
5.60500|Bremse_Pedal_S_1|betaetigt|---
5.60500|ESP_E|regelt nicht|---
5.60500|ESP_KL|aus|
5.60500|Rad_n_VL|0.00000000|1/min
5.60500|Rad_n_VL_1|0.00000000|1/min
5.60500|Rad_n_VR|0.00000000|1/min
5.60700|Airbag_WL|aus|---
5.60700|Airbag_WL_1|aus|---
5.60700|Gurt_VL|gesteckt|---
5.60700|Zusatz_GW_Gurt_WL|aus|
5.60833|ESP_S_1|aktiv|---
5.60833|Motor_n|0.00000000|1/min
5.61033|Blinker_L_S|aus|---
5.61033|Blinker_R_S|aus|---
5.61033|Blinker_Warnblinker_S|aus|---
5.61033|Licht_Abblend_S|an|---
5.61033|Licht_Fern_S|aus|---
5.61033|Licht_Hupe_S|aus|---
5.61033|Licht_Nebelschluss_S|aus|---
5.61033|Licht_Stand_S|an|---
5.61033|Zusatz_GW_Gurt_WL_1|aus|
5.61033|Zusatz_GW_Nebelschluss_KL|aus|
5.61100|Lenkrad_W_B|21.94380000|°
5.61100|Lenkrad_W_R|rechts|---
5.61100|Lenkrad_W_v_B|0.00000000|°/s
5.61100|Lenkrad_W_v_R|links|°/s
5.61367|Gang_Getriebe|1|---
5.61367|Gang_Wahl|1|---
5.61367|Zusatz_GW_Werkstatt_KL|aus|
5.61367|Zusatz_Gang_Anzeige_KI|m 1|---
5.61500|ESP_S_1|aktiv|---
5.61500|Motor_n|0.00000000|1/min
5.61700|GW_ESP_KL|aus|
5.61700|Gaspedal_W|0.00000000|%
5.61700|Zusatz_Kickdown|nicht betaetigt|---
5.61767|Motor_KL|aus|
5.61767|Zusatz_GW_Batterie_WL|aus|
5.61767|Zusatz_GW_KuehlMtemp_WL|aus|
5.61767|Zusatz_GW_Oeldruck_WL|aus|
5.61900|ABS_E_1|regelt nicht|---
5.61900|Bremse_Pedal_S_2|betaetigt|---
5.61900|FZ_a_y|-0.00080000|g
5.61900|Zusatz_Bremse_Licht_S|aktiv|
5.61967|ABS_E|regelt nicht|---
5.61967|Bremse_Pedal_S|betaetigt|---
5.62032|DR_Gierrate|-0.48828125|°/s
5.62097|Lenkrad_W_B|21.94380000|°
5.62097|Lenkrad_W_R|rechts|---
5.62097|Lenkrad_W_v_B|0.00000000|°/s
5.62097|Lenkrad_W_v_R|links|°/s
5.62161|DR_a_x|0.01600000|g
5.62161|DR_a_y|0.02400000|g
5.62161|DR_a_z|0.99200000|g
5.62290|FZ_Gierrate|0.08000000|°/s
5.62290|FZ_a_y_1|-0.04335000|g
5.62419|ESP_E_1|regelt nicht|---
5.62419|ESP_S|aktiv|
5.62419|Rad_n_HL|0.00000000|1/min
5.62419|Rad_n_HR|0.00000000|1/min
5.62419|Zusatz_Bremse_Moment|78.00000000|
5.62484|ABS_WL|aus|---
5.62484|Bremse_DOT_S|ok|---
5.62484|Bremse_Hand|geloest|---
5.62484|Bremse_Pedal_S_1|betaetigt|---
5.62484|ESP_E|regelt nicht|---
5.62484|ESP_KL|aus|
5.62484|Rad_n_VL|0.00000000|1/min
5.62484|Rad_n_VL_1|0.00000000|1/min
5.62484|Rad_n_VR|0.00000000|1/min
5.62548|Batterie_U|12.60000000|V
5.62548|FZ_v|0.00000000|km/h
5.62548|KM|5972.00000000|km
5.62742|Airbag_WL|aus|---
5.62742|Airbag_WL_1|aus|---
5.62742|Gurt_VL|gesteckt|---
5.62742|Zusatz_GW_Gurt_WL|aus|
5.62871|ESP_S_1|aktiv|---
5.62871|Motor_n|0.00000000|1/min
5.63065|Blinker_L_S|aus|---
5.63065|Blinker_R_S|aus|---
5.63065|Blinker_Warnblinker_S|aus|---
5.63065|Licht_Abblend_S|an|---
5.63065|Licht_Fern_S|aus|---
5.63065|Licht_Hupe_S|aus|---
5.63065|Licht_Nebelschluss_S|aus|---
5.63065|Licht_Stand_S|an|---
5.63065|Zusatz_GW_Gurt_WL_1|aus|
5.63065|Zusatz_GW_Nebelschluss_KL|aus|
5.63129|Lenkrad_W_B|21.94380000|°
5.63129|Lenkrad_W_R|rechts|---
5.63129|Lenkrad_W_v_B|0.00000000|°/s
5.63129|Lenkrad_W_v_R|links|°/s
5.63194|Temperatur_Aussen|13.50000000|°C
5.63194|Zusatz_Licht_Instrumente|30.00000000|%
5.63387|Gang_Getriebe|1|---
5.63387|Gang_Wahl|1|---
5.63387|Zusatz_GW_Werkstatt_KL|aus|
5.63387|Zusatz_Gang_Anzeige_KI|m 1|---
5.63516|ESP_S_1|aktiv|---
5.63516|Motor_n|0.00000000|1/min
5.63710|GW_ESP_KL|aus|
5.63710|Gaspedal_W|0.00000000|%
5.63710|Zusatz_Kickdown|nicht betaetigt|---
5.63774|Motor_KL|aus|
5.63774|Zusatz_GW_Batterie_WL|aus|
5.63774|Zusatz_GW_KuehlMtemp_WL|aus|
5.63774|Zusatz_GW_Oeldruck_WL|aus|
5.63903|ABS_E_1|regelt nicht|---
5.63903|Bremse_Pedal_S_2|betaetigt|---
5.63903|FZ_a_y|-0.00080000|g
5.63903|Zusatz_Bremse_Licht_S|aktiv|
5.63968|Lenkrad_W_B|21.94380000|°
5.63968|Lenkrad_W_R|rechts|---
5.63968|Lenkrad_W_v_B|0.00000000|°/s
5.63968|Lenkrad_W_v_R|links|°/s
5.64034|ABS_E|regelt nicht|---
5.64034|Bremse_Pedal_S|betaetigt|---
5.64103|DR_Gierrate|-0.73242188|°/s
5.64172|FZ_Gierrate|0.10500000|°/s
5.64172|FZ_a_y_1|-0.04595000|g
5.64241|DR_a_x|0.02400000|g
5.64241|DR_a_y|0.02000000|g
5.64241|DR_a_z|0.98800000|g
5.64448|ESP_E_1|regelt nicht|---
5.64448|ESP_S|aktiv|
5.64448|Rad_n_HL|0.00000000|1/min
5.64448|Rad_n_HR|0.00000000|1/min
5.64448|Zusatz_Bremse_Moment|78.00000000|
5.64517|ABS_WL|aus|---
5.64517|Bremse_DOT_S|ok|---
5.64517|Bremse_Hand|geloest|---
5.64517|Bremse_Pedal_S_1|betaetigt|---
5.64517|ESP_E|regelt nicht|---
5.64517|ESP_KL|aus|
5.64517|Rad_n_VL|0.00000000|1/min
5.64517|Rad_n_VL_1|0.00000000|1/min
5.64517|Rad_n_VR|0.00000000|1/min
5.64862|Airbag_WL|aus|---
5.64862|Airbag_WL_1|aus|---
5.64862|Gurt_VL|gesteckt|---
5.64862|Zusatz_GW_Gurt_WL|aus|
5.64931|ESP_S_1|aktiv|---
5.64931|Motor_n|0.00000000|1/min
5.65138|Blinker_L_S|aus|---
5.65138|Blinker_R_S|aus|---
5.65138|Blinker_Warnblinker_S|aus|---
5.65138|Licht_Abblend_S|an|---
5.65138|Licht_Fern_S|aus|---
5.65138|Licht_Hupe_S|aus|---
5.65138|Licht_Nebelschluss_S|aus|---
5.65138|Licht_Stand_S|an|---
5.65138|Zusatz_GW_Gurt_WL_1|aus|
5.65138|Zusatz_GW_Nebelschluss_KL|aus|
5.65207|Lenkrad_W_B|21.94380000|°
5.65207|Lenkrad_W_R|rechts|---
5.65207|Lenkrad_W_v_B|0.00000000|°/s
5.65207|Lenkrad_W_v_R|links|°/s
5.65414|Gang_Getriebe|1|---
5.65414|Gang_Wahl|1|---
5.65414|Zusatz_GW_Werkstatt_KL|aus|
5.65414|Zusatz_Gang_Anzeige_KI|m 1|---
5.65483|ESP_S_1|aktiv|---
5.65483|Motor_n|0.00000000|1/min
5.65690|GW_ESP_KL|aus|
5.65690|Gaspedal_W|0.00000000|%
5.65690|Zusatz_Kickdown|nicht betaetigt|---
5.65759|Motor_KL|aus|
5.65759|Zusatz_GW_Batterie_WL|aus|
5.65759|Zusatz_GW_KuehlMtemp_WL|aus|
5.65759|Zusatz_GW_Oeldruck_WL|aus|
5.65897|ABS_E_1|regelt nicht|---
5.65897|Bremse_Pedal_S_2|betaetigt|---
5.65897|FZ_a_y|-0.00940000|g
5.65897|Zusatz_Bremse_Licht_S|aktiv|
5.65966|ABS_E|regelt nicht|---
5.65966|Bremse_Pedal_S|betaetigt|---
5.66037|DR_Gierrate|-0.48828125|°/s
5.66111|Lenkrad_W_B|21.94380000|°
5.66111|Lenkrad_W_R|rechts|---
5.66111|Lenkrad_W_v_B|0.00000000|°/s
5.66111|Lenkrad_W_v_R|links|°/s
5.66185|DR_a_x|0.03200000|g
5.66185|DR_a_y|0.02400000|g
5.66185|DR_a_z|0.98800000|g
5.66333|FZ_Gierrate|0.08500000|°/s
5.66333|FZ_a_y_1|-0.04439000|g
5.66481|ESP_E_1|regelt nicht|---
5.66481|ESP_S|aktiv|
5.66481|Rad_n_HL|0.00000000|1/min
5.66481|Rad_n_HR|0.00000000|1/min
5.66481|Zusatz_Bremse_Moment|78.00000000|
5.66556|ABS_WL|aus|---
5.66556|Bremse_DOT_S|ok|---
5.66556|Bremse_Hand|geloest|---
5.66556|Bremse_Pedal_S_1|betaetigt|---
5.66556|ESP_E|regelt nicht|---
5.66556|ESP_KL|aus|
5.66556|Rad_n_VL|0.00000000|1/min
5.66556|Rad_n_VL_1|0.00000000|1/min
5.66556|Rad_n_VR|0.00000000|1/min
5.66852|Airbag_WL|aus|---
5.66852|Airbag_WL_1|aus|---
5.66852|Gurt_VL|gesteckt|---
5.66852|Zusatz_GW_Gurt_WL|aus|
5.66926|ESP_S_1|aktiv|---
5.66926|Motor_n|0.00000000|1/min
5.67148|Blinker_L_S|aus|---
5.67148|Blinker_R_S|aus|---
5.67148|Blinker_Warnblinker_S|aus|---
5.67148|Licht_Abblend_S|an|---
5.67148|Licht_Fern_S|aus|---
5.67148|Licht_Hupe_S|aus|---
5.67148|Licht_Nebelschluss_S|aus|---
5.67148|Licht_Stand_S|an|---
5.67148|Zusatz_GW_Gurt_WL_1|aus|
5.67148|Zusatz_GW_Nebelschluss_KL|aus|
5.67222|Lenkrad_W_B|21.94380000|°
5.67222|Lenkrad_W_R|rechts|---
5.67222|Lenkrad_W_v_B|0.00000000|°/s
5.67222|Lenkrad_W_v_R|links|°/s
5.67444|Gang_Getriebe|1|---
5.67444|Gang_Wahl|1|---
5.67444|Zusatz_GW_Werkstatt_KL|aus|
5.67444|Zusatz_Gang_Anzeige_KI|m 1|---
5.67519|ESP_S_1|aktiv|---
5.67519|Motor_n|0.00000000|1/min
5.67741|GW_ESP_KL|aus|
5.67741|Gaspedal_W|0.00000000|%
5.67741|Zusatz_Kickdown|nicht betaetigt|---
5.67889|Motor_KL|aus|
5.67889|Zusatz_GW_Batterie_WL|aus|
5.67889|Zusatz_GW_KuehlMtemp_WL|aus|
5.67889|Zusatz_GW_Oeldruck_WL|aus|
5.67963|Lenkrad_W_B|21.94380000|°
5.67963|Lenkrad_W_R|rechts|---
5.67963|Lenkrad_W_v_B|0.00000000|°/s
5.67963|Lenkrad_W_v_R|links|°/s
5.68036|ABS_E_1|regelt nicht|---
5.68036|Bremse_Pedal_S_2|betaetigt|---
5.68036|FZ_a_y|-0.00080000|g
5.68036|Zusatz_Bremse_Licht_S|aktiv|
5.68107|DR_Gierrate|-0.48828125|°/s
5.68179|FZ_Gierrate|0.08000000|°/s
5.68179|FZ_a_y_1|-0.04179000|g
5.68250|DR_a_x|0.03200000|g
5.68250|DR_a_y|0.02400000|g
5.68250|DR_a_z|0.98800000|g
5.68393|ABS_E|regelt nicht|---
5.68393|Bremse_Pedal_S|betaetigt|---
5.68536|ESP_E_1|regelt nicht|---
5.68536|ESP_S|aktiv|
5.68536|Rad_n_HL|0.00000000|1/min
5.68536|Rad_n_HR|0.00000000|1/min
5.68536|Zusatz_Bremse_Moment|78.00000000|
5.68607|ABS_WL|aus|---
5.68607|Bremse_DOT_S|ok|---
5.68607|Bremse_Hand|geloest|---
5.68607|Bremse_Pedal_S_1|betaetigt|---
5.68607|ESP_E|regelt nicht|---
5.68607|ESP_KL|aus|
5.68607|Rad_n_VL|0.00000000|1/min
5.68607|Rad_n_VL_1|0.00000000|1/min
5.68607|Rad_n_VR|0.00000000|1/min
5.68893|Airbag_WL|aus|---
5.68893|Airbag_WL_1|aus|---
5.68893|Gurt_VL|gesteckt|---
5.68893|Zusatz_GW_Gurt_WL|aus|
5.68964|ESP_S_1|aktiv|---
5.68964|Motor_n|0.00000000|1/min
5.69179|Blinker_L_S|aus|---
5.69179|Blinker_R_S|aus|---
5.69179|Blinker_Warnblinker_S|aus|---
5.69179|Licht_Abblend_S|an|---
5.69179|Licht_Fern_S|aus|---
5.69179|Licht_Hupe_S|aus|---
5.69179|Licht_Nebelschluss_S|aus|---
5.69179|Licht_Stand_S|an|---
5.69179|Zusatz_GW_Gurt_WL_1|aus|
5.69179|Zusatz_GW_Nebelschluss_KL|aus|
5.69250|Lenkrad_W_B|21.94380000|°
5.69250|Lenkrad_W_R|rechts|---
5.69250|Lenkrad_W_v_B|0.00000000|°/s
5.69250|Lenkrad_W_v_R|links|°/s
5.69464|Gang_Getriebe|1|---
5.69464|Gang_Wahl|1|---
5.69464|Zusatz_GW_Werkstatt_KL|aus|
5.69464|Zusatz_Gang_Anzeige_KI|m 1|---
5.69536|ESP_S_1|aktiv|---
5.69536|Motor_n|0.00000000|1/min
5.69750|GW_ESP_KL|aus|
5.69750|Gaspedal_W|0.00000000|%
5.69750|Zusatz_Kickdown|nicht betaetigt|---
5.69893|Motor_KL|aus|
5.69893|Zusatz_GW_Batterie_WL|aus|
5.69893|Zusatz_GW_KuehlMtemp_WL|aus|
5.69893|Zusatz_GW_Oeldruck_WL|aus|
5.69964|ABS_E_1|regelt nicht|---
5.69964|Bremse_Pedal_S_2|betaetigt|---
5.69964|FZ_a_y|-0.00080000|g
5.69964|Zusatz_Bremse_Licht_S|aktiv|
5.70033|Lenkrad_W_B|21.94380000|°
5.70033|Lenkrad_W_R|rechts|---
5.70033|Lenkrad_W_v_B|0.00000000|°/s
5.70033|Lenkrad_W_v_R|links|°/s
5.70100|DR_Gierrate|-0.73242188|°/s
5.70167|DR_a_x|0.02800000|g
5.70167|DR_a_y|0.02400000|g
5.70167|DR_a_z|0.98800000|g
5.70233|ABS_E|regelt nicht|---
5.70233|Bremse_Pedal_S|betaetigt|---
5.70300|FZ_Gierrate|0.08000000|°/s
5.70300|FZ_a_y_1|-0.04179000|g
5.70500|ESP_E_1|regelt nicht|---
5.70500|ESP_S|aktiv|
5.70500|Rad_n_HL|0.00000000|1/min
5.70500|Rad_n_HR|0.00000000|1/min
5.70500|Zusatz_Bremse_Moment|78.00000000|
5.70567|ABS_WL|aus|---
5.70567|Bremse_DOT_S|ok|---
5.70567|Bremse_Hand|geloest|---
5.70567|Bremse_Pedal_S_1|betaetigt|---
5.70567|ESP_E|regelt nicht|---
5.70567|ESP_KL|aus|
5.70567|Rad_n_VL|0.00000000|1/min
5.70567|Rad_n_VL_1|0.00000000|1/min
5.70567|Rad_n_VR|0.00000000|1/min
5.70767|Airbag_WL|aus|---
5.70767|Airbag_WL_1|aus|---
5.70767|Gurt_VL|gesteckt|---
5.70767|Zusatz_GW_Gurt_WL|aus|
5.70900|ESP_S_1|aktiv|---
5.70900|Motor_n|0.00000000|1/min
5.71100|Blinker_L_S|aus|---
5.71100|Blinker_R_S|aus|---
5.71100|Blinker_Warnblinker_S|aus|---
5.71100|Licht_Abblend_S|an|---
5.71100|Licht_Fern_S|aus|---
5.71100|Licht_Hupe_S|aus|---
5.71100|Licht_Nebelschluss_S|aus|---
5.71100|Licht_Stand_S|an|---
5.71100|Zusatz_GW_Gurt_WL_1|aus|
5.71100|Zusatz_GW_Nebelschluss_KL|aus|
5.71167|Lenkrad_W_B|21.94380000|°
5.71167|Lenkrad_W_R|rechts|---
5.71167|Lenkrad_W_v_B|0.00000000|°/s
5.71167|Lenkrad_W_v_R|links|°/s
5.71433|Gang_Getriebe|1|---
5.71433|Gang_Wahl|1|---
5.71433|Zusatz_GW_Werkstatt_KL|aus|
5.71433|Zusatz_Gang_Anzeige_KI|m 1|---
5.71500|ESP_S_1|aktiv|---
5.71500|Motor_n|0.00000000|1/min
5.71833|GW_ESP_KL|aus|
5.71833|Gaspedal_W|0.00000000|%
5.71833|Zusatz_Kickdown|nicht betaetigt|---
5.71900|Motor_KL|aus|
5.71900|Zusatz_GW_Batterie_WL|aus|
5.71900|Zusatz_GW_KuehlMtemp_WL|aus|
5.71900|Zusatz_GW_Oeldruck_WL|aus|
5.71967|Lenkrad_W_B|21.94380000|°
5.71967|Lenkrad_W_R|rechts|---
5.71967|Lenkrad_W_v_B|0.00000000|°/s
5.71967|Lenkrad_W_v_R|links|°/s
5.72033|ABS_E_1|regelt nicht|---
5.72033|Bremse_Pedal_S_2|betaetigt|---
5.72033|FZ_a_y|-0.00080000|g
5.72033|Zusatz_Bremse_Licht_S|aktiv|
5.72100|DR_Gierrate|-0.73242188|°/s
5.72167|FZ_Gierrate|0.08000000|°/s
5.72167|FZ_a_y_1|-0.04348000|g
5.72233|DR_a_x|0.02400000|g
5.72233|DR_a_y|0.02000000|g
5.72233|DR_a_z|0.98800000|g
5.72367|ABS_E|regelt nicht|---
5.72367|Bremse_Pedal_S|betaetigt|---
5.72500|ESP_E_1|regelt nicht|---
5.72500|ESP_S|aktiv|
5.72500|Rad_n_HL|0.00000000|1/min
5.72500|Rad_n_HR|0.00000000|1/min
5.72500|Zusatz_Bremse_Moment|78.00000000|
5.72567|ABS_WL|aus|---
5.72567|Bremse_DOT_S|ok|---
5.72567|Bremse_Hand|geloest|---
5.72567|Bremse_Pedal_S_1|betaetigt|---
